0,4.15625,手を組む,4
1,10.47425,頷く,4
2,29.015792,Q.ここまでは電車ですか,6
3,31.668833,A.歩きと電車です,6
4,33.222042,頷く,4
5,33.222042,Q.どれぐらい時間かかりますか,6
6,35.867,横を見て考える,4
7,36.4133,A.家から出て40分くらい,6
8,36.951633,眉毛が上がる,5
9,38.963,Q.まあまあですね,6
10,38.963,笑う,3
11,39.73975,A.そうですね,6
12,41.928383,43Q.週にどのくらいキャンパス来られてますか4,6
13,46.780925,A.えーと、定期券を買ったので、ほぼ毎日勉強するために、家だとちょっと捗らないんで,6
14,50.175083,笑う,3
15,53.199008,Q.じゃあ授業以外の時も来られてる,6
16,55.768092,A.そうですね、ほとんどオンライン授業なんですけど,6
17,57.76855,微笑む,3
18,59.225967,頷く,4
19,60.879333,学校で勉強してます,6
20,62.584375,大きく頷く,4
21,64.966882,すっごい、素晴らしい…,6
22,64.966882,全然…,6
23,65.116292,謙遜,3
24,65.116292,全然…,6
25,65.116292,笑う,3
26,72.598649,Q.今ってアルバイトはされていますか,6
27,75.971191,左を見て考える,4
28,75.971191,A.っーと、今年の夏までアルバイトしてたんですけど、今はちょっとインターンとかで地元で就職考えてるのでちょっと一回やめてそっちに、イベントに専念しようと思ってます,6
29,85.254649,手のジェスチャー,4
30,97.868917,Q.ちなみにご実家はどの辺りで,6
31,98.739316,A.実家は静岡県で,6
32,101.928441,はい,6
33,103.830751,Q.じゃあそれの準備のために今は一旦アルバイトは休憩、みたいな,6
34,106.375042,頷く,4
35,108.121876,A.休憩みたいな感じです,6
36,111.932959,頷く,4
37,113.349417,Q.今はこう、日々の生活はどのように賄われてるんですか,6
38,117.729834,横を見て考える,1
39,119.380626,A.仕送りと、後は今までアルバイトで稼いできたのが…,6
40,127.805584,録画では聞こえず,1
41,128.871834,Q.ちなみに仕送りの額って聞いても大丈夫ですか,6
42,132.488292,A.仕送り…なんかその月とかではなくって,6
43,138.592709,上をみる,4
44,138.592709,考える,1
45,140.913917,大体4万、4〜5万ですかね,6
46,146.015917,Q.そのまあ、仕送りとかご自身で貯めてこられたお金とかはどういう用途で使われてますか,6
47,154.898459,A.大体食費だったり,6
48,160.736667,あと、趣味とか…ですかね,6
49,164.224376,Q.ちなみにご趣味は何を,6
50,167.153792,A .私は音楽が好きなんですよ、とかドラマ見るのが好きで,6
51,174.517625,アマゾンプライムとかYoutube musicとかが好きで、支払を,6
52,181.374933,サブスクで,6
53,182.347459,笑う,3
54,183.135641,なんかでお金使ってます,6
55,185.643417,頷く,4
56,188.105709,Q.どうですか一人暮らしは大変なことはありますか,6
57,192.219417,A.あ、実は一人暮らしじゃなくて妹と一緒に住んでて,6
58,195.784183,手のジェスチャー,4
59,197.520391,その関係であの学校に近いとこじゃなくて上大岡っていう遠いんですけど,6
60,204.783475,杉野のスマホが鳴ってしまう,1
61,204.927183,Q.ご家族というか、あの妹さんも大学生ですか,6
62,210.949433,A.ああそうです,6
63,212.584225,頷く,4
64,215.800933,Q.協力して一緒に暮らしているみたいな,6
65,216.809725,A.そうですね、家事とか分担しながら生活してます、はい,6
66,218.593766,笑う,3
67,221.079933,Q.いいですね、いい感じで協力プレイで,6
68,223.660475,頷く,4
69,224.145641,A.はい,6
